timestamp,participantID,sessionNumber,taskOrder,testNumber,trialType,trialID,actualTargetX,actualTargetY,actualTargetZ,selectedTargetX,selectedTargetY,selectedTargetZ,rightControllerX,rightControllerY,rightControllerZ,selectionError,testDuration,angularDeviation,selectionErrorEdge,angularDeviationEdge,longitudinalOrMain,sessionNumber,blockNumber,notes
2025-11-10 20:38:06.928,P023,0,0,1,test,point_P023_M_discrete_graded_S1B1_20251110203758202_69ca2e01,0.843,0.304,-0.573,0.825,0.337,-0.558,0.317,0.140,-0.609,0.041,8.726,4.193,0.000,0.000,MainStudy,1,1,
2025-11-10 20:38:10.867,P023,0,0,2,setup,point_P023_M_discrete_graded_S1B1_20251110203807946_b13c2acc,-0.254,0.560,-1.372,-0.242,0.559,-1.444,-0.091,0.237,-0.509,0.073,2.929,2.047,0.000,0.000,MainStudy,1,1,
2025-11-10 20:38:15.136,P023,0,0,3,setup,point_P023_M_discrete_graded_S1B1_20251110203811882_4fba5bef,0.226,0.596,-1.064,0.166,0.639,-1.048,0.130,0.190,-0.929,0.076,3.265,8.955,0.000,0.000,MainStudy,1,1,
2025-11-10 20:38:22.617,P023,0,0,4,setup,point_P023_M_discrete_graded_S1B1_20251110203816166_4999868a,-0.876,0.423,-0.687,-0.913,0.442,-0.721,-0.247,0.110,-0.746,0.054,6.460,2.930,0.000,0.000,MainStudy,1,1,
2025-11-10 20:38:57.636,P023,0,0,7,practice,point_P023_M_discrete_graded_S1B1_20251110203837233_f6e96c02,0.213,0.595,0.425,0.419,0.455,0.262,0.388,0.372,0.059,0.298,20.410,31.587,0.098,16.016,MainStudy,1,1,
2025-11-10 20:39:11.689,P023,0,0,8,practice,point_P023_M_discrete_graded_S1B1_20251110203905510_6c3da325,0.118,0.428,-0.414,0.157,0.366,-0.398,0.224,0.329,-0.483,0.075,13.046,25.264,0.000,0.000,MainStudy,1,1,
2025-11-10 20:39:24.091,P023,0,0,9,practice,point_P023_M_discrete_graded_S1B1_20251110203920327_2ea0f4f4,0.120,0.528,-0.284,0.195,0.498,-0.241,0.233,0.476,-0.330,0.092,11.372,43.842,0.000,0.000,MainStudy,1,1,
2025-11-10 20:39:51.659,P023,0,0,10,practice,point_P023_M_discrete_graded_S1B1_20251110203926822_e30288ef,0.816,0.356,-0.857,0.853,0.329,-0.896,0.771,0.283,-0.862,0.060,26.562,36.649,0.000,0.000,MainStudy,1,1,
2025-11-10 20:40:03.992,P023,0,0,11,practice,point_P023_M_discrete_graded_S1B1_20251110203952672_d231c470,0.240,0.513,-1.102,0.381,0.292,-1.364,0.395,0.301,-1.036,0.370,11.327,75.800,0.170,30.136,MainStudy,1,1,
2025-11-10 20:40:23.627,P023,0,0,12,test,point_P023_M_discrete_graded_S1B1_20251110204005005_6a02543b,0.094,0.320,0.165,0.200,0.316,-0.018,0.313,0.296,-0.115,0.211,18.629,11.763,0.011,1.335,MainStudy,1,1,
2025-11-10 20:40:39.823,P023,0,0,13,test,point_P023_M_discrete_graded_S1B1_20251110204024639_e68b0ffd,-0.573,0.555,0.279,-0.372,0.347,-0.299,-0.223,0.316,-0.342,0.646,15.193,43.666,0.446,40.174,MainStudy,1,1,
2025-11-10 20:40:48.193,P023,0,0,14,test,point_P023_M_discrete_graded_S1B1_20251110204045762_8ee4fe1b,0.194,0.280,0.487,0.199,0.355,0.361,0.204,0.293,0.024,0.147,7.367,12.057,0.000,0.000,MainStudy,1,1,
2025-11-10 20:41:01.451,P023,0,0,15,test,point_P023_M_discrete_graded_S1B1_20251110204049209_65bf3437,-0.572,0.287,-1.157,-0.269,0.293,-1.029,-0.230,0.284,-0.943,0.329,12.253,33.492,0.129,24.740,MainStudy,1,1,
2025-11-10 20:41:13.056,P023,0,0,16,test,point_P023_M_discrete_graded_S1B1_20251110204111391_71f0e2c2,-0.920,0.510,-0.594,-0.773,0.450,-0.581,-0.597,0.396,-0.569,0.160,10.598,2.335,0.000,0.000,MainStudy,1,1,
2025-11-10 20:41:35.168,P023,0,0,17,test,point_P023_M_discrete_graded_S1B1_20251110204127004_5741c3a6,-0.078,0.550,-0.439,-0.174,0.521,-0.393,0.117,0.363,-0.459,0.111,21.094,16.816,0.000,0.000,MainStudy,1,1,
2025-11-10 20:41:49.662,P023,0,0,18,test,point_P023_M_discrete_graded_S1B1_20251110204140402_2deca5ee,-0.173,0.284,-0.862,-0.170,0.235,-0.743,-0.086,0.196,-0.709,0.129,13.478,35.173,0.000,0.000,MainStudy,1,1,
2025-11-10 20:41:56.195,P023,0,0,19,test,point_P023_M_discrete_graded_S1B1_20251110204154637_40310253,-0.275,0.501,-1.153,-0.233,0.327,-1.064,-0.167,0.289,-1.002,0.200,5.524,27.632,0.000,0.084,MainStudy,1,1,
2025-11-10 20:42:04.830,P023,0,0,20,test,point_P023_M_discrete_graded_S1B1_20251110204203019_8bd79a92,-0.283,0.381,-1.296,-0.172,0.433,-1.358,-0.010,0.285,-0.836,0.138,7.631,14.072,0.000,0.000,MainStudy,1,1,
2025-11-10 20:42:28.433,P023,0,0,21,test,point_P023_M_discrete_graded_S1B1_20251110204223986_1297a31f,0.572,0.597,-0.896,0.832,0.706,-1.333,0.451,0.589,-0.993,0.519,22.599,79.796,0.319,23.309,MainStudy,1,1,
