timestamp,participantID,sessionNumber,taskOrder,testNumber,trialType,trialID,actualTargetX,actualTargetY,actualTargetZ,selectedTargetX,selectedTargetY,selectedTargetZ,rightControllerX,rightControllerY,rightControllerZ,selectionError,testDuration,angularDeviation,selectionErrorEdge,angularDeviationEdge,longitudinalOrMain,sessionNumber,blockNumber,notes
2025-12-04 16:45:38.284,LP022_s1b2,0,0,1,test,point_LP022_s1b2_L_discrete_graded_S1B2_20251204164507744_cf53797e,-0.349,0.471,-0.017,-1.073,0.385,0.097,-0.231,0.104,-0.364,0.738,30.544,45.717,0.538,26.839,LongitudinalStudy,1,2,
2025-12-04 16:45:49.319,LP022_s1b2,0,0,2,test,point_LP022_s1b2_L_discrete_graded_S1B2_20251204164539318_c5b95205,-0.588,0.593,-0.772,-0.999,0.351,-0.449,-0.243,0.109,-0.479,0.576,10.026,45.483,0.376,28.051,LongitudinalStudy,1,2,
2025-12-04 16:46:14.770,LP022_s1b2,0,0,3,test,point_LP022_s1b2_L_discrete_graded_S1B2_20251204164550339_1015f38d,-0.340,0.458,-0.223,-0.458,0.549,-0.460,-0.222,0.155,-0.480,0.280,24.438,36.820,0.080,9.504,LongitudinalStudy,1,2,
2025-12-04 16:46:27.777,LP022_s1b2,0,0,4,test,point_LP022_s1b2_L_discrete_graded_S1B2_20251204164615795_7fa2d8ab,0.653,0.309,0.205,0.194,0.497,0.033,0.127,0.114,-0.233,0.524,11.990,47.505,0.324,34.231,LongitudinalStudy,1,2,
2025-12-04 16:46:45.008,LP022_s1b2,0,0,5,test,point_LP022_s1b2_L_discrete_graded_S1B2_20251204164628792_48a8c68c,0.926,0.566,0.395,0.221,0.289,0.591,0.185,0.075,-0.178,0.782,16.224,47.355,0.582,38.133,LongitudinalStudy,1,2,
2025-12-04 16:46:58.673,LP022_s1b2,0,0,6,test,point_LP022_s1b2_L_discrete_graded_S1B2_20251204164646018_5e13fe84,-0.098,0.300,-0.631,0.256,0.563,-0.920,0.178,0.143,-0.780,0.527,12.660,81.320,0.327,46.610,LongitudinalStudy,1,2,
2025-12-04 16:47:19.174,LP022_s1b2,0,0,7,test,point_LP022_s1b2_L_discrete_graded_S1B2_20251204164659684_53d4b96e,0.812,0.420,0.337,0.711,0.485,0.013,0.303,0.076,-0.408,0.346,19.498,16.465,0.146,8.165,LongitudinalStudy,1,2,
2025-12-04 16:47:36.350,LP022_s1b2,0,0,8,test,point_LP022_s1b2_L_discrete_graded_S1B2_20251204164720197_ecfb3b8c,0.507,0.573,-1.166,0.578,0.233,-1.166,0.220,0.029,-0.727,0.348,16.166,26.701,0.148,12.835,LongitudinalStudy,1,2,
2025-12-04 16:47:45.428,LP022_s1b2,0,0,9,test,point_LP022_s1b2_L_discrete_graded_S1B2_20251204164737370_8e9f8e3b,0.887,0.634,-1.339,0.181,0.566,-0.941,0.122,0.067,-0.719,0.813,8.066,41.746,0.613,36.373,LongitudinalStudy,1,2,
2025-12-04 16:48:07.732,LP022_s1b2,0,0,10,test,point_LP022_s1b2_L_discrete_graded_S1B2_20251204164746454_1e30e870,-0.785,0.341,-1.036,-0.626,0.686,-0.860,-0.257,0.085,-0.657,0.419,21.286,33.901,0.219,17.306,LongitudinalStudy,1,2,
