timestamp,participantID,sessionNumber,taskOrder,testNumber,trialType,trialID,actualTargetX,actualTargetY,actualTargetZ,selectedTargetX,selectedTargetY,selectedTargetZ,rightControllerX,rightControllerY,rightControllerZ,selectionError,testDuration,angularDeviation,selectionErrorEdge,angularDeviationEdge,longitudinalOrMain,sessionNumber,blockNumber,notes
2025-11-13 18:38:33.078,P025,0,0,1,setup,point_P025_M_interp_graded_S1B1_20251113183720100_197563c5,-0.656,0.635,-0.692,-0.586,0.555,-0.667,-0.077,0.256,-0.590,0.109,72.978,2.829,0.000,0.000,MainStudy,1,1,
2025-11-13 18:38:37.854,P025,0,0,2,setup,point_P025_M_interp_graded_S1B1_20251113183834097_525915bd,-0.223,0.411,0.156,-0.224,0.328,0.125,0.054,0.114,-0.477,0.089,3.766,5.499,0.000,0.000,MainStudy,1,1,
2025-11-13 18:38:54.394,P025,0,0,3,setup,point_P025_M_interp_graded_S1B1_20251113183838863_0d8b20a2,-0.692,0.410,-0.973,-0.684,0.325,-0.965,-0.037,0.077,-0.654,0.086,15.539,5.520,0.000,0.000,MainStudy,1,1,
2025-11-13 18:39:10.767,P025,0,0,4,practice,point_P025_M_interp_graded_S1B1_20251113183855412_2aed1f14,0.794,0.442,-0.213,0.892,0.435,0.334,0.226,0.062,-0.466,0.555,15.364,26.283,0.355,14.196,MainStudy,1,1,
2025-11-13 18:39:30.563,P025,0,0,5,practice,point_P025_M_interp_graded_S1B1_20251113183911782_51a4ffae,-0.428,0.530,-0.322,-1.658,0.426,-0.440,-0.268,0.047,-0.600,1.240,18.789,57.631,1.040,39.733,MainStudy,1,1,
2025-11-13 18:39:44.279,P025,0,0,6,practice,point_P025_M_interp_graded_S1B1_20251113183931576_b9d91c96,-0.362,0.250,-0.831,-0.411,0.327,-0.844,-0.169,0.141,-0.766,0.092,12.710,8.075,0.000,0.000,MainStudy,1,1,
2025-11-13 18:40:06.068,P025,0,0,7,practice,point_P025_M_interp_graded_S1B1_20251113183945293_4f87804f,-0.488,0.504,-1.296,-0.335,0.354,-0.827,-0.104,0.192,-0.746,0.516,20.781,32.163,0.316,25.874,MainStudy,1,1,
2025-11-13 18:40:30.838,P025,0,0,8,practice,point_P025_M_interp_graded_S1B1_20251113184007073_a7f41523,0.143,0.480,-1.333,0.131,0.213,-1.236,0.143,0.125,-1.130,0.284,23.769,21.202,0.084,11.761,MainStudy,1,1,
2025-11-13 18:40:59.632,P025,0,0,9,test,point_P025_M_interp_graded_S1B1_20251113184031850_85367b47,0.336,0.438,-1.228,0.328,0.502,-1.403,0.239,0.154,-1.002,0.186,27.788,11.633,0.000,0.000,MainStudy,1,1,
2025-11-13 18:41:18.459,P025,0,0,10,test,point_P025_M_interp_graded_S1B1_20251113184100642_6b563093,0.628,0.425,0.047,0.872,0.740,-0.292,0.380,0.129,-0.613,0.523,17.826,37.394,0.323,22.293,MainStudy,1,1,
2025-11-13 18:41:38.826,P025,0,0,11,test,point_P025_M_interp_graded_S1B1_20251113184119478_538c55fa,0.569,0.429,-0.164,0.456,0.505,-0.260,0.347,0.163,-0.629,0.166,19.361,16.110,0.000,0.000,MainStudy,1,1,
2025-11-13 18:41:57.228,P025,0,0,12,test,point_P025_M_interp_graded_S1B1_20251113184139851_528028cb,0.033,0.410,0.166,0.063,0.447,-0.068,0.240,0.110,-0.517,0.238,17.385,12.773,0.038,2.553,MainStudy,1,1,
2025-11-13 18:42:23.243,P025,0,0,13,test,point_P025_M_interp_graded_S1B1_20251113184158238_bae5322d,0.924,0.400,-0.249,0.842,0.406,-0.423,0.378,0.101,-0.707,0.193,25.015,10.059,0.000,0.000,MainStudy,1,1,
2025-11-13 18:42:45.540,P025,0,0,14,test,point_P025_M_interp_graded_S1B1_20251113184224269_a79ec894,-0.917,0.440,-0.247,-0.608,0.377,-0.350,-0.067,0.079,-0.589,0.332,21.279,5.517,0.132,2.732,MainStudy,1,1,
2025-11-13 18:42:57.202,P025,0,0,15,test,point_P025_M_interp_graded_S1B1_20251113184246551_834108dc,-0.498,0.253,-0.760,-0.796,0.418,-0.849,-0.160,0.062,-0.730,0.352,10.659,4.879,0.152,1.398,MainStudy,1,1,
2025-11-13 18:43:17.474,P025,0,0,16,test,point_P025_M_interp_graded_S1B1_20251113184258212_a8672d60,-0.960,0.632,-1.373,-0.558,0.410,-1.116,-0.190,0.075,-0.858,0.527,19.272,5.785,0.327,4.393,MainStudy,1,1,
2025-11-13 18:43:37.398,P025,0,0,17,test,point_P025_M_interp_graded_S1B1_20251113184318511_4cfa159e,0.118,0.255,-0.229,-0.156,0.469,0.184,0.128,0.053,-0.519,0.540,18.904,18.155,0.340,7.434,MainStudy,1,1,
2025-11-13 18:44:12.903,P025,0,0,18,test,point_P025_M_interp_graded_S1B1_20251113184338413_62984f3a,0.969,0.383,-0.005,0.847,0.297,-0.367,0.658,0.094,-0.662,0.392,34.498,10.668,0.192,6.933,MainStudy,1,1,
