timestamp,participantID,sessionNumber,taskOrder,testNumber,trialType,trialID,actualTargetX,actualTargetY,actualTargetZ,selectedTargetX,selectedTargetY,selectedTargetZ,rightControllerX,rightControllerY,rightControllerZ,selectionError,testDuration,angularDeviation,selectionErrorEdge,angularDeviationEdge,longitudinalOrMain,sessionNumber,blockNumber,notes
2025-11-26 12:39:51.332,P032,0,0,1,test,point_P032_M_interp_constant_S1B1_20251126123931434_04c96f01,0.416,0.582,0.472,0.373,0.535,0.342,0.130,0.091,-0.422,0.145,19.896,1.376,0.000,0.000,MainStudy,1,1,
2025-11-26 12:40:15.211,P032,0,0,2,setup,point_P032_M_interp_constant_S1B1_20251126123952339_1e94edfd,-0.235,0.481,-0.725,-0.204,0.423,-0.717,0.068,0.121,-0.726,0.066,22.879,2.117,0.000,0.000,MainStudy,1,1,
2025-11-26 12:40:44.148,P032,0,0,3,practice,point_P032_M_interp_constant_S1B1_20251126124016219_8524fef5,0.591,0.347,0.072,0.580,0.227,0.235,0.164,0.060,-0.415,0.203,27.938,14.272,0.003,0.187,MainStudy,1,1,
2025-11-26 12:41:20.694,P032,0,0,4,practice,point_P032_M_interp_constant_S1B1_20251126124045168_ab4685c0,0.797,0.509,0.407,0.932,0.230,0.584,0.211,0.064,-0.468,0.357,35.532,15.514,0.157,6.376,MainStudy,1,1,
2025-11-26 12:41:47.629,P032,0,0,5,practice,point_P032_M_interp_constant_S1B1_20251126124121714_cbf5a623,-0.734,0.446,-0.452,-1.182,0.235,-0.400,-0.225,0.066,-0.638,0.498,25.922,25.927,0.298,12.864,MainStudy,1,1,
2025-11-26 12:42:02.512,P032,0,0,6,practice,point_P032_M_interp_constant_S1B1_20251126124148638_aea54313,-0.453,0.432,-0.042,-0.615,0.296,0.293,-0.145,0.080,-0.562,0.396,13.878,17.791,0.196,7.226,MainStudy,1,1,
2025-11-26 12:42:30.457,P032,0,0,7,test,point_P032_M_interp_constant_S1B1_20251126124203534_98e8a1fe,0.384,0.493,-0.903,1.060,0.351,-0.939,0.106,0.059,-0.864,0.691,26.928,40.158,0.491,22.562,MainStudy,1,1,
2025-11-26 12:42:52.996,P032,0,0,8,test,point_P032_M_interp_constant_S1B1_20251126124231479_3c074012,0.389,0.515,0.051,0.214,0.169,-0.093,0.005,0.060,-0.607,0.414,21.525,21.140,0.214,13.270,MainStudy,1,1,
2025-11-26 12:43:22.441,P032,0,0,9,test,point_P032_M_interp_constant_S1B1_20251126124254003_c0e19dec,-0.524,0.294,-0.866,-1.039,0.416,-1.435,-0.309,0.088,-0.837,0.778,28.443,36.095,0.578,16.689,MainStudy,1,1,
2025-11-26 12:43:54.714,P032,0,0,10,test,point_P032_M_interp_constant_S1B1_20251126124323453_75367b88,0.384,0.266,0.502,0.517,0.413,1.187,0.049,0.063,-0.387,0.714,31.259,4.001,0.514,2.391,MainStudy,1,1,
2025-11-26 12:44:22.343,P032,0,0,11,test,point_P032_M_interp_constant_S1B1_20251126124355722_c9f7834a,-0.770,0.371,-1.478,-0.922,0.429,-1.545,-0.204,0.112,-0.925,0.175,26.627,3.339,0.000,0.000,MainStudy,1,1,
2025-11-26 12:44:40.739,P032,0,0,12,test,point_P032_M_interp_constant_S1B1_20251126124423366_da3c670c,-0.183,0.403,-0.897,-0.800,0.904,-1.465,-0.148,0.138,-0.882,0.977,17.382,41.022,0.777,19.323,MainStudy,1,1,
2025-11-26 12:44:56.487,P032,0,0,13,test,point_P032_M_interp_constant_S1B1_20251126124441758_140f6b0b,-0.674,0.491,-0.141,-0.863,0.577,-0.068,-0.187,0.121,-0.647,0.220,14.738,4.958,0.020,0.366,MainStudy,1,1,
2025-11-26 12:45:07.121,P032,0,0,14,test,point_P032_M_interp_constant_S1B1_20251126124457507_25f473a8,-0.044,0.442,-0.248,-0.246,0.474,0.346,-0.081,0.117,-0.571,0.629,9.612,27.689,0.429,13.752,MainStudy,1,1,
2025-11-26 12:45:19.370,P032,0,0,15,test,point_P032_M_interp_constant_S1B1_20251126124508125_73ff9f5a,-0.065,0.617,0.480,-0.389,0.298,0.357,-0.080,0.110,-0.575,0.471,11.255,23.436,0.271,14.422,MainStudy,1,1,
2025-11-26 12:45:31.212,P032,0,0,16,test,point_P032_M_interp_constant_S1B1_20251126124520390_bb9a71c1,-0.468,0.563,0.108,-0.609,0.321,0.261,-0.103,0.104,-0.574,0.319,10.831,18.381,0.119,6.389,MainStudy,1,1,
