timestamp,participantID,sessionNumber,taskOrder,testNumber,trialType,trialID,actualTargetX,actualTargetY,actualTargetZ,selectedTargetX,selectedTargetY,selectedTargetZ,rightControllerX,rightControllerY,rightControllerZ,selectionError,testDuration,angularDeviation,selectionErrorEdge,angularDeviationEdge,longitudinalOrMain,sessionNumber,blockNumber,notes
2025-12-13 11:15:00.016,LP028_s2b5,0,0,1,test,point_LP028_s2b5_L_interp_graded_S2B5_20251213111445641_56a8baea,0.501,0.575,-0.024,0.458,0.420,0.126,0.266,0.222,-0.294,0.220,14.375,25.272,0.020,2.213,LongitudinalStudy,2,5,
2025-12-13 11:15:08.727,LP028_s2b5,0,0,2,test,point_LP028_s2b5_L_interp_graded_S2B5_20251213111501055_c9edd857,0.936,0.459,-1.262,0.543,0.273,-1.008,0.304,0.189,-0.908,0.503,7.680,6.813,0.303,5.529,LongitudinalStudy,2,5,
2025-12-13 11:15:15.955,LP028_s2b5,0,0,3,test,point_LP028_s2b5_L_interp_graded_S2B5_20251213111509749_8c07035e,0.989,0.457,-0.211,1.095,0.294,-0.287,0.604,0.152,-0.503,0.209,6.218,21.300,0.009,0.909,LongitudinalStudy,2,5,
2025-12-13 11:15:26.327,LP028_s2b5,0,0,4,test,point_LP028_s2b5_L_interp_graded_S2B5_20251213111516965_e8273521,-0.629,0.383,-0.959,-0.833,0.248,-0.924,-0.415,0.122,-0.747,0.247,9.369,31.579,0.047,5.065,LongitudinalStudy,2,5,
2025-12-13 11:15:34.477,LP028_s2b5,0,0,5,test,point_LP028_s2b5_L_interp_graded_S2B5_20251213111527339_b20fe91f,-0.576,0.279,0.080,-0.720,0.320,-0.139,-0.295,0.153,-0.346,0.266,7.146,29.820,0.066,7.520,LongitudinalStudy,2,5,
2025-12-13 11:15:38.514,LP028_s2b5,0,0,6,test,point_LP028_s2b5_L_interp_graded_S2B5_20251213111536185_464e8be3,0.052,0.261,-0.235,0.042,0.470,-0.249,0.061,0.379,-0.287,0.209,3.010,130.663,0.009,2.672,LongitudinalStudy,2,5,
2025-12-13 11:15:41.947,LP028_s2b5,0,0,7,test,point_LP028_s2b5_L_interp_graded_S2B5_20251213111541055_e405179e,0.147,0.461,-0.904,0.086,1.250,-1.274,0.077,0.385,-0.776,0.873,2.433,37.759,0.673,13.317,LongitudinalStudy,2,5,
2025-12-13 11:15:55.338,LP028_s2b5,0,0,8,test,point_LP028_s2b5_L_interp_graded_S2B5_20251213111542959_6822e568,0.954,0.535,0.472,0.653,0.370,0.872,0.283,0.135,-0.218,0.528,12.387,26.674,0.328,15.841,LongitudinalStudy,2,5,
2025-12-13 11:16:01.637,LP028_s2b5,0,0,9,test,point_LP028_s2b5_L_interp_graded_S2B5_20251213111559513_92b75725,-0.691,0.387,-0.322,-0.636,0.331,-0.289,-0.393,0.230,-0.363,0.086,5.295,10.213,0.000,0.000,LongitudinalStudy,2,5,
2025-12-13 11:16:11.204,LP028_s2b5,0,0,10,test,point_LP028_s2b5_L_interp_graded_S2B5_20251213111602657_844e0cb0,-0.973,0.372,-1.478,-0.558,0.257,-1.446,-0.329,0.119,-1.026,0.431,8.555,25.197,0.231,16.621,LongitudinalStudy,2,5,
